"['n1', 'n2', 'L2', 'n3', 'L3', 'M3', 'n4', 'L4', 'M4']",lifetime_i
"[0, 1, 1, 0, 0, 0, 6, 6, 1]",0.039239990371057805
"[0, 1, 1, 0, 0, 0, 6, 6, 3]",0.03919259862148104
"[0, 1, 1, 0, 0, 0, 6, 6, 5]",0.041987381143386904
"[0, 1, 1, 0, 0, 0, 6, 6, 6]",0.03385745978507551
"[0, 1, 1, 0, 0, 0, 7, 1, 0]",0.03061362138909866
"[0, 1, 1, 0, 0, 0, 7, 1, 1]",0.03188541646834244
"[0, 1, 1, 0, 0, 0, 7, 3, 1]",0.029891446060503864
"[0, 1, 1, 0, 0, 0, 7, 3, 2]",0.029092674542249983
"[0, 1, 1, 0, 0, 0, 7, 3, 3]",0.03012218031239128
"[0, 1, 1, 0, 0, 0, 7, 5, 1]",0.03032102930200925
"[0, 1, 1, 0, 0, 0, 7, 5, 2]",0.03189597119826059
"[0, 1, 1, 0, 0, 0, 7, 5, 3]",0.031195268865769506
"[0, 1, 1, 0, 0, 0, 7, 5, 5]",0.031237570791868265
"[0, 1, 1, 0, 0, 0, 7, 7, 1]",0.03367291553311026
"[0, 1, 1, 0, 0, 0, 7, 7, 5]",0.034402780521434424
"[0, 1, 1, 0, 0, 0, 8, 0, 0]",0.034833682743699225
"[0, 1, 1, 0, 0, 0, 8, 2, 1]",0.049170063679568034
"[0, 1, 1, 0, 0, 0, 8, 2, 2]",0.05132115043631054
"[0, 1, 1, 0, 0, 0, 8, 4, 0]",0.05206182946512148
"[0, 1, 1, 0, 0, 0, 8, 4, 1]",0.04054233179774421
"[0, 1, 1, 0, 0, 0, 8, 4, 2]",0.039666818353181414
"[0, 1, 1, 0, 0, 0, 8, 4, 3]",0.05064627759397049
"[0, 1, 1, 0, 0, 0, 8, 6, 1]",0.04579105662079062
"[0, 1, 1, 0, 0, 0, 8, 6, 2]",0.05732004302313119
"[0, 1, 1, 0, 0, 0, 8, 6, 3]",0.042876415377615634
"[0, 1, 1, 0, 0, 0, 8, 8, 2]",0.050426883026056565
"[0, 1, 1, 0, 0, 0, 8, 8, 5]",0.04999949828162545
"[0, 1, 1, 0, 0, 0, 8, 8, 7]",0.053999510043941656
"[0, 1, 1, 0, 0, 0, 8, 8, 8]",0.04896973309254282
"[0, 1, 1, 0, 0, 0, 9, 1, 0]",0.10743577060675223
"[0, 1, 1, 0, 0, 0, 9, 1, 1]",0.1105215948174214
"[0, 1, 1, 0, 0, 0, 9, 3, 1]",0.1542173670496416
"[0, 1, 1, 0, 0, 0, 9, 3, 2]",0.11611157289102363
"[0, 1, 1, 0, 0, 0, 9, 3, 3]",0.11697202570911691
"[0, 1, 1, 0, 0, 0, 9, 5, 0]",0.42733973379178297
"[0, 1, 1, 0, 0, 0, 9, 5, 1]",0.10119081256010728
"[0, 1, 1, 0, 0, 0, 9, 5, 2]",0.16344634718087017
"[0, 1, 1, 0, 0, 0, 9, 5, 3]",0.15305452606460493
"[0, 1, 1, 0, 0, 0, 9, 6, 6]",0.20297071299730826
"[0, 1, 1, 0, 0, 0, 9, 7, 3]",0.20113159262784322
"[0, 1, 1, 0, 0, 0, 9, 7, 5]",0.16461353917003488
"[0, 1, 1, 0, 0, 0, 9, 7, 7]",0.11427910319882985
"[0, 1, 1, 0, 0, 0, 10, 0, 0]",1.64773705294127
"[0, 1, 1, 0, 0, 0, 10, 2, 1]",2.7143687357584843
"[0, 1, 1, 0, 0, 0, 10, 2, 2]",0.6540633785753607
"[0, 1, 1, 0, 0, 0, 10, 4, 3]",3.727519130916939
"[0, 1, 1, 1, 1, 1, 0, 0, 0]",0.03790694640383812
"[0, 1, 1, 1, 1, 1, 1, 1, 1]",0.03611676296909593
"[0, 1, 1, 1, 1, 1, 2, 0, 0]",0.036431778194589634
"[0, 1, 1, 1, 1, 1, 2, 2, 1]",0.038023865127344944
"[0, 1, 1, 1, 1, 1, 2, 2, 2]",0.03587516335466916
"[0, 1, 1, 1, 1, 1, 3, 1, 0]",0.03743364697689189
"[0, 1, 1, 1, 1, 1, 3, 1, 1]",0.03432732918939364
"[0, 1, 1, 1, 1, 1, 3, 3, 1]",0.03419812261016065
"[0, 1, 1, 1, 1, 1, 3, 3, 3]",0.034316238950207224
"[0, 1, 1, 1, 1, 1, 4, 0, 0]",0.029509888505013994
"[0, 1, 1, 1, 1, 1, 4, 2, 1]",0.029625328932131188
"[0, 1, 1, 1, 1, 1, 4, 2, 2]",0.029122074497125068
"[0, 1, 1, 1, 1, 1, 4, 4, 0]",0.028096133653902382
"[0, 1, 1, 1, 1, 1, 4, 4, 1]",0.02769173744251797
"[0, 1, 1, 1, 1, 1, 4, 4, 2]",0.02766012684622509
"[0, 1, 1, 1, 1, 1, 4, 4, 3]",0.028396861036512133
"[0, 1, 1, 1, 1, 1, 5, 1, 0]",0.030645310221986133
"[0, 1, 1, 1, 1, 1, 5, 1, 1]",0.031147073229296537
"[0, 1, 1, 1, 1, 1, 5, 3, 1]",0.030899648172298788
"[0, 1, 1, 1, 1, 1, 5, 3, 2]",0.03083767571018368
"[0, 1, 1, 1, 1, 1, 5, 3, 3]",0.03103331921504811
"[0, 1, 1, 1, 1, 1, 5, 5, 1]",0.03111818006416332
"[0, 1, 1, 1, 1, 1, 5, 5, 3]",0.030205935274081337
"[0, 1, 1, 1, 1, 1, 5, 5, 5]",0.0302511491887535
"[0, 1, 1, 1, 1, 1, 6, 0, 0]",0.04498785235358271
"[0, 1, 1, 1, 1, 1, 6, 2, 1]",0.04762948080409465
"[0, 1, 1, 1, 1, 1, 6, 2, 2]",0.04016917968492581
"[0, 1, 1, 1, 1, 1, 6, 4, 0]",0.03892272509256521
"[0, 1, 1, 1, 1, 1, 6, 4, 1]",0.04208989818405377
"[0, 1, 1, 1, 1, 1, 6, 4, 3]",0.04116435737449081
"[0, 1, 1, 1, 1, 1, 6, 6, 1]",0.040761429041079614
"[0, 1, 1, 1, 1, 1, 6, 6, 3]",0.03946911581229221
"[0, 1, 1, 1, 1, 1, 6, 6, 5]",0.03922534513673227
"[0, 1, 1, 1, 1, 1, 6, 6, 6]",0.03802145996328512
"[0, 1, 1, 1, 1, 1, 7, 1, 0]",0.12757965584219094
"[0, 1, 1, 1, 1, 1, 7, 1, 1]",0.13618002145923344
"[0, 1, 1, 1, 1, 1, 7, 3, 1]",0.13019854234271125
"[0, 1, 1, 1, 1, 1, 7, 3, 2]",0.10056455459872021
"[0, 1, 1, 1, 1, 1, 7, 3, 3]",0.13376582787017213
"[0, 1, 1, 1, 1, 1, 7, 5, 1]",0.1077214749128581
"[0, 1, 1, 1, 1, 1, 7, 5, 2]",0.09505843895449045
"[0, 1, 1, 1, 1, 1, 7, 5, 3]",0.13242262741237357
"[0, 1, 1, 1, 1, 1, 7, 5, 5]",0.1021334361339704
"[0, 1, 1, 1, 1, 1, 7, 7, 1]",0.09281618191267231
"[0, 1, 1, 1, 1, 1, 7, 7, 3]",0.09789748744655327
"[0, 1, 1, 1, 1, 1, 7, 7, 5]",0.09964633813501851
"[0, 1, 1, 1, 1, 1, 7, 7, 7]",0.09991926275954051
"[0, 1, 1, 1, 1, 1, 8, 0, 0]",0.10538771045712765
"[0, 1, 1, 2, 0, 0, 0, 0, 0]",0.04277034017139282
"[0, 1, 1, 2, 0, 0, 1, 1, 1]",0.03299838553005592
"[0, 1, 1, 2, 0, 0, 2, 0, 0]",0.028364710606512588
"[0, 1, 1, 2, 0, 0, 2, 2, 1]",0.027716003806784812
"[0, 1, 1, 2, 0, 0, 2, 2, 2]",0.028173786407507
"[0, 1, 1, 2, 0, 0, 3, 1, 1]",0.02663101415560644
"[0, 1, 1, 2, 0, 0, 3, 3, 1]",0.02641942956610709
"[0, 1, 1, 2, 0, 0, 3, 3, 3]",0.027066704502067433
"[0, 1, 1, 2, 0, 0, 4, 0, 0]",0.06271593041715816
"[0, 1, 1, 2, 0, 0, 4, 2, 2]",0.05042441576437445
"[0, 1, 1, 2, 0, 0, 4, 4, 0]",0.08100642659325821
"[0, 1, 1, 2, 0, 0, 4, 4, 1]",0.0844861954848339
"[0, 1, 1, 2, 0, 0, 4, 4, 2]",0.06751151062274736
"[0, 1, 1, 2, 0, 0, 4, 4, 3]",0.07456254147508523
"[0, 1, 1, 2, 0, 0, 5, 1, 1]",0.29540240957729247
"[0, 1, 1, 2, 0, 0, 5, 3, 2]",0.22036216149513413
"[0, 1, 1, 2, 0, 0, 5, 5, 1]",0.3300697206830955
"[0, 1, 1, 2, 0, 0, 5, 5, 3]",0.2370197173694182
"[0, 1, 1, 2, 2, 1, 0, 0, 0]",0.026809295432001837
"[0, 1, 1, 2, 2, 1, 1, 1, 1]",0.028160190219309853
"[0, 1, 1, 2, 2, 1, 2, 0, 0]",0.027172124944768554
"[0, 1, 1, 2, 2, 1, 2, 2, 1]",0.02617580948264447
"[0, 1, 1, 2, 2, 1, 2, 2, 2]",0.025262617060301685
"[0, 1, 1, 2, 2, 1, 3, 1, 0]",0.02750615935314986
"[0, 1, 1, 2, 2, 1, 3, 1, 1]",0.02658098050066565
"[0, 1, 1, 2, 2, 1, 3, 3, 1]",0.02557978815540314
"[0, 1, 1, 2, 2, 1, 3, 3, 3]",0.02566804971067159
"[0, 1, 1, 2, 2, 1, 4, 0, 0]",0.08658639347444616
"[0, 1, 1, 2, 2, 1, 4, 2, 1]",0.0536387618828321
"[0, 1, 1, 2, 2, 1, 4, 2, 2]",0.06924093784925439
"[0, 1, 1, 2, 2, 1, 4, 4, 0]",0.06009385691815771
"[0, 1, 1, 2, 2, 1, 4, 4, 1]",0.06265642140406666
"[0, 1, 1, 2, 2, 1, 4, 4, 2]",0.07983668350893121
"[0, 1, 1, 2, 2, 1, 4, 4, 3]",0.07440008378883002
"[0, 1, 1, 2, 2, 1, 5, 1, 1]",0.2937604855073448
"[0, 1, 1, 2, 2, 1, 5, 3, 1]",0.23385271052397374
"[0, 1, 1, 2, 2, 1, 5, 3, 2]",0.20227896703815365
"[0, 1, 1, 2, 2, 1, 5, 3, 3]",0.23300008440005385
"[0, 1, 1, 2, 2, 1, 5, 5, 1]",0.22735707092024623
"[0, 1, 1, 2, 2, 1, 5, 5, 3]",0.3326055163543551
"[0, 1, 1, 2, 2, 1, 5, 5, 5]",0.19326976825309955
"[0, 1, 1, 2, 2, 2, 0, 0, 0]",0.0205405091876214
"[0, 1, 1, 2, 2, 2, 1, 1, 1]",0.026339090987288823
"[0, 1, 1, 2, 2, 2, 2, 0, 0]",0.024083184080154595
"[0, 1, 1, 2, 2, 2, 2, 2, 1]",0.025721102625145917
"[0, 1, 1, 2, 2, 2, 2, 2, 2]",0.024787745493510566
"[0, 1, 1, 2, 2, 2, 3, 1, 0]",0.023119589162678728
"[0, 1, 1, 2, 2, 2, 3, 1, 1]",0.023773996662983445
"[0, 1, 1, 2, 2, 2, 3, 3, 1]",0.02314202897963897
"[0, 1, 1, 2, 2, 2, 3, 3, 3]",0.02276080614053852
"[0, 1, 1, 2, 2, 2, 4, 0, 0]",0.13616122203061365
"[0, 1, 1, 2, 2, 2, 4, 2, 1]",0.0731925946359156
"[0, 1, 1, 2, 2, 2, 4, 4, 0]",0.10872093515656728
"[0, 1, 1, 2, 2, 2, 4, 4, 1]",0.053670820600827715
"[0, 1, 1, 2, 2, 2, 4, 4, 2]",0.10804780864935319
"[0, 1, 1, 2, 2, 2, 4, 4, 3]",0.09890410800515037
"[0, 1, 1, 2, 2, 2, 5, 1, 0]",0.12498934564870595
"[0, 1, 1, 2, 2, 2, 5, 1, 1]",0.3602469310287302
"[0, 1, 1, 2, 2, 2, 5, 3, 3]",0.2780896715599669
"[0, 1, 1, 2, 2, 2, 5, 5, 3]",0.1579142812656887
"[0, 1, 1, 3, 1, 1, 0, 0, 0]",0.024094230853509962
"[0, 1, 1, 3, 1, 1, 1, 1, 1]",0.022620617682676803
"[0, 1, 1, 3, 1, 1, 2, 0, 0]",0.12459068754372409
"[0, 1, 1, 3, 1, 1, 2, 2, 1]",0.13015045879804799
"[0, 1, 1, 3, 1, 1, 2, 2, 2]",0.1380133147833052
"[0, 1, 1, 3, 1, 1, 3, 1, 0]",0.3977080971761396
"[0, 1, 1, 3, 1, 1, 3, 1, 1]",0.4339206832297935
"[0, 1, 1, 3, 1, 1, 3, 3, 1]",0.4544776046065204
"[0, 1, 1, 3, 1, 1, 3, 3, 3]",0.4422768078089067
"[0, 1, 1, 3, 3, 0, 0, 0, 0]",0.026856876943639613
"[0, 1, 1, 3, 3, 0, 1, 1, 1]",0.022403178675346053
"[0, 1, 1, 3, 3, 0, 2, 2, 2]",0.15737258335238813
"[0, 1, 1, 3, 3, 0, 3, 1, 1]",0.4294044470769863
"[0, 1, 1, 3, 3, 1, 0, 0, 0]",0.02401722941175692
"[0, 1, 1, 3, 3, 1, 1, 1, 1]",0.02253940489783959
"[0, 1, 1, 3, 3, 1, 2, 2, 1]",0.1795378440280665
"[0, 1, 1, 3, 3, 1, 2, 2, 2]",0.18825954719033797
"[0, 1, 1, 3, 3, 1, 3, 1, 1]",0.47433585218034174
"[0, 1, 1, 3, 3, 1, 3, 3, 1]",0.47442354458585034
"[0, 1, 1, 3, 3, 1, 3, 3, 3]",0.47858531875009147
"[0, 1, 1, 3, 3, 3, 0, 0, 0]",0.025692989141894985
"[0, 1, 1, 3, 3, 3, 1, 1, 1]",0.02180596025528997
"[0, 1, 1, 3, 3, 3, 2, 0, 0]",0.1433025774665383
"[0, 1, 1, 3, 3, 3, 2, 2, 1]",0.1415528916002291
"[0, 1, 1, 3, 3, 3, 2, 2, 2]",0.15065166732562255
"[0, 1, 1, 3, 3, 3, 3, 1, 0]",0.43233622919252995
"[0, 1, 1, 3, 3, 3, 3, 1, 1]",0.46095971858567925
"[0, 1, 1, 3, 3, 3, 3, 3, 1]",0.47786844910939297
"[0, 1, 1, 3, 3, 3, 3, 3, 3]",0.4576068057155369
"[0, 1, 1, 4, 0, 0, 1, 1, 1]",0.5138928722050459
"[0, 1, 1, 4, 2, 1, 1, 1, 1]",0.5039915053432925
"[0, 1, 1, 4, 2, 2, 0, 0, 0]",0.1981990023656783
"[0, 1, 1, 4, 2, 2, 1, 1, 1]",0.5032742215840054
"[0, 1, 1, 4, 4, 0, 0, 0, 0]",0.19334174544555416
"[0, 1, 1, 4, 4, 0, 1, 1, 1]",0.49705521409464054
"[0, 1, 1, 4, 4, 1, 0, 0, 0]",0.21900433813193038
"[0, 1, 1, 4, 4, 1, 1, 1, 1]",0.5044315296486942
"[0, 1, 1, 4, 4, 2, 0, 0, 0]",0.21645344041384024
"[0, 1, 1, 4, 4, 2, 1, 1, 1]",0.5091504496614272
"[0, 1, 1, 4, 4, 3, 0, 0, 0]",0.21489119145415644
"[0, 1, 1, 4, 4, 3, 1, 1, 1]",0.5063061359888981
"[0, 2, 0, 0, 0, 0, 0, 0, 0]",14.669846345741275
"[0, 2, 0, 0, 0, 0, 1, 1, 1]",0.23329942636125137
"[0, 2, 0, 0, 0, 0, 2, 0, 0]",0.11581260532467957
"[0, 2, 0, 0, 0, 0, 2, 2, 1]",0.12111063079893832
"[0, 2, 0, 0, 0, 0, 2, 2, 2]",0.18079422332660608
"[0, 2, 0, 0, 0, 0, 3, 1, 0]",0.08033780377222952
"[0, 2, 0, 0, 0, 0, 3, 1, 1]",0.06755903971226267
"[0, 2, 0, 0, 0, 0, 3, 3, 1]",0.06575875206016144
"[0, 2, 0, 0, 0, 0, 3, 3, 3]",0.07504154280404256
"[0, 2, 0, 0, 0, 0, 4, 0, 0]",0.051456014743500936
"[0, 2, 0, 0, 0, 0, 4, 2, 1]",0.05250310222390115
"[0, 2, 0, 0, 0, 0, 4, 2, 2]",0.05381765006126057
"[0, 2, 0, 0, 0, 0, 4, 4, 0]",0.04413929278662892
"[0, 2, 0, 0, 0, 0, 4, 4, 1]",0.0516736694353569
"[0, 2, 0, 0, 0, 0, 4, 4, 2]",0.06198241839075961
"[0, 2, 0, 0, 0, 0, 5, 1, 0]",0.03646718291832524
"[0, 2, 0, 0, 0, 0, 5, 1, 1]",0.030743277482513945
"[0, 2, 0, 0, 0, 0, 5, 3, 1]",0.03638433022305758
"[0, 2, 0, 0, 0, 0, 5, 3, 2]",0.03693708448943039
"[0, 2, 0, 0, 0, 0, 5, 3, 3]",0.0348682924963381
"[0, 2, 0, 0, 0, 0, 5, 5, 1]",0.037431576414242836
"[0, 2, 0, 0, 0, 0, 5, 5, 3]",0.0347882707606803
"[0, 2, 0, 0, 0, 0, 5, 5, 5]",0.03494636925368641
"[0, 2, 0, 0, 0, 0, 6, 0, 0]",0.029548781350726454
"[0, 2, 0, 0, 0, 0, 6, 2, 1]",0.02992089239755567
"[0, 2, 0, 0, 0, 0, 6, 2, 2]",0.028143209316835206
"[0, 2, 0, 0, 0, 0, 6, 4, 0]",0.028896278263209015
"[0, 2, 0, 0, 0, 0, 6, 4, 1]",0.028081293187455777
"[0, 2, 0, 0, 0, 0, 6, 4, 2]",0.025276567593399846
"[0, 2, 0, 0, 0, 0, 6, 6, 1]",0.02796000031686746
"[0, 2, 0, 0, 0, 0, 6, 6, 3]",0.029729254560965056
"[0, 2, 0, 0, 0, 0, 7, 1, 0]",0.037982335519101955
"[0, 2, 0, 0, 0, 0, 7, 1, 1]",0.043994202636971326
"[0, 2, 0, 0, 0, 0, 7, 3, 1]",0.03929797348689995
"[0, 2, 0, 0, 0, 0, 7, 3, 3]",0.042441259226268804
"[0, 2, 0, 0, 0, 0, 7, 5, 3]",0.05738042202818713
"[0, 2, 0, 0, 0, 0, 7, 7, 3]",0.04088133930161943
"[0, 2, 0, 0, 0, 0, 7, 7, 5]",0.03988353638845721
"[0, 2, 0, 0, 0, 0, 8, 2, 0]",0.09700987080694279
"[0, 2, 0, 0, 0, 0, 8, 2, 1]",0.09774087775794014
"[0, 2, 0, 0, 0, 0, 8, 2, 2]",0.08990850126608388
"[0, 2, 0, 0, 0, 0, 8, 4, 0]",0.19976152838168665
"[0, 2, 0, 0, 0, 0, 8, 4, 1]",0.1388914637444379
"[0, 2, 0, 0, 0, 0, 8, 4, 2]",0.17224819339984238
"[0, 2, 0, 0, 0, 0, 8, 8, 1]",0.49994132034663213
"[0, 2, 0, 0, 0, 0, 8, 8, 2]",0.09022009237076312
"[0, 2, 0, 0, 0, 0, 10, 2, 2]",13.51780436691937
"[0, 2, 0, 1, 1, 1, 0, 0, 0]",0.03706437064270363
"[0, 2, 0, 1, 1, 1, 1, 1, 1]",0.03259673364597575
"[0, 2, 0, 1, 1, 1, 2, 0, 0]",0.032711121736790645
"[0, 2, 0, 1, 1, 1, 2, 2, 1]",0.0323748514974951
"[0, 2, 0, 1, 1, 1, 2, 2, 2]",0.03154362313373504
"[0, 2, 0, 1, 1, 1, 3, 1, 0]",0.028223719549005648
"[0, 2, 0, 1, 1, 1, 3, 1, 1]",0.027403709175515517
"[0, 2, 0, 1, 1, 1, 3, 3, 1]",0.02732711224712102
"[0, 2, 0, 1, 1, 1, 3, 3, 3]",0.027895099957923525
"[0, 2, 0, 1, 1, 1, 4, 0, 0]",0.030050337180664306
"[0, 2, 0, 1, 1, 1, 4, 2, 1]",0.029979242942171892
"[0, 2, 0, 1, 1, 1, 4, 2, 2]",0.02851789862735152
"[0, 2, 0, 1, 1, 1, 4, 4, 1]",0.03085837515386733
"[0, 2, 0, 1, 1, 1, 4, 4, 2]",0.026761456508969723
"[0, 2, 0, 1, 1, 1, 4, 4, 3]",0.027392330244948342
"[0, 2, 0, 1, 1, 1, 5, 1, 1]",0.05574979697723193
"[0, 2, 0, 1, 1, 1, 5, 3, 1]",0.04661798704091496
"[0, 2, 0, 1, 1, 1, 5, 3, 2]",0.051223840227104474
"[0, 2, 0, 1, 1, 1, 5, 3, 3]",0.0555336292751113
"[0, 2, 0, 1, 1, 1, 5, 5, 1]",0.04456541234742493
"[0, 2, 0, 1, 1, 1, 5, 5, 5]",0.04439030673182396
"[0, 2, 0, 1, 1, 1, 6, 0, 0]",0.19445615273379202
"[0, 2, 0, 1, 1, 1, 6, 2, 1]",0.13143642750681414
"[0, 2, 0, 1, 1, 1, 6, 2, 2]",0.217507260147341
"[0, 2, 0, 1, 1, 1, 6, 4, 1]",0.19727987907475575
"[0, 2, 0, 1, 1, 1, 6, 4, 3]",0.1888177178072804
"[0, 2, 0, 1, 1, 1, 6, 6, 3]",0.3371483377358721
"[0, 2, 0, 1, 1, 1, 6, 6, 5]",0.10508637310695483
"[0, 2, 0, 2, 0, 0, 0, 0, 0]",0.03135456895603501
"[0, 2, 0, 2, 0, 0, 1, 1, 1]",0.027042587978735756
"[0, 2, 0, 2, 0, 0, 2, 0, 0]",0.025199532220410378
"[0, 2, 0, 2, 0, 0, 2, 2, 1]",0.023159014676847386
"[0, 2, 0, 2, 0, 0, 3, 1, 0]",0.12034089348638288
"[0, 2, 0, 2, 0, 0, 3, 3, 3]",0.08580465615609388
"[0, 2, 0, 2, 0, 0, 4, 2, 1]",0.3445764475516427
"[0, 2, 0, 2, 0, 0, 4, 4, 0]",0.34109571864983146
"[0, 2, 0, 2, 0, 0, 4, 4, 3]",0.4168809116866841
"[0, 2, 0, 2, 2, 1, 0, 0, 0]",0.030639926558643543
"[0, 2, 0, 2, 2, 1, 1, 1, 1]",0.02564480058948629
"[0, 2, 0, 2, 2, 1, 2, 2, 1]",0.02294132009940088
"[0, 2, 0, 2, 2, 1, 2, 2, 2]",0.02294946921011687
"[0, 2, 0, 2, 2, 1, 3, 1, 1]",0.10351392774041228
"[0, 2, 0, 2, 2, 1, 3, 3, 1]",0.10994696528339289
"[0, 2, 0, 2, 2, 1, 3, 3, 3]",0.11245213420761317
"[0, 2, 0, 2, 2, 1, 4, 2, 1]",0.3823346990919771
"[0, 2, 0, 2, 2, 1, 4, 2, 2]",0.3068185177503742
"[0, 2, 0, 2, 2, 1, 4, 4, 1]",0.3611176507583047
"[0, 2, 0, 2, 2, 1, 4, 4, 2]",0.39670114627850384
"[0, 2, 0, 2, 2, 1, 4, 4, 3]",0.40554751753347024
"[0, 2, 0, 2, 2, 2, 0, 0, 0]",0.02693809588256145
"[0, 2, 0, 2, 2, 2, 1, 1, 1]",0.026651770652814422
"[0, 2, 0, 2, 2, 2, 2, 0, 0]",0.022548192048129335
"[0, 2, 0, 2, 2, 2, 2, 2, 1]",0.023045007094059038
"[0, 2, 0, 2, 2, 2, 2, 2, 2]",0.022857496599094557
"[0, 2, 0, 2, 2, 2, 3, 1, 1]",0.15438194182643933
"[0, 2, 0, 2, 2, 2, 3, 3, 3]",0.11861094890330595
"[0, 2, 0, 2, 2, 2, 4, 0, 0]",0.4813386655480362
"[0, 2, 0, 2, 2, 2, 4, 4, 2]",0.45793208380158273
"[0, 2, 0, 3, 1, 1, 0, 0, 0]",0.023565851699732125
"[0, 2, 0, 3, 1, 1, 1, 1, 1]",0.17706311503391378
"[0, 2, 0, 3, 1, 1, 2, 0, 0]",0.4766053577515253
"[0, 2, 0, 3, 1, 1, 2, 2, 1]",0.48782730456498813
"[0, 2, 0, 3, 1, 1, 2, 2, 2]",0.4974782416815996
"[0, 2, 0, 3, 3, 0, 0, 0, 0]",0.02047348969037031
"[0, 2, 0, 3, 3, 0, 1, 1, 1]",0.18389348158766994
"[0, 2, 0, 3, 3, 0, 2, 2, 1]",0.47767205914229866
"[0, 2, 0, 3, 3, 1, 0, 0, 0]",0.026033087130796998
"[0, 2, 0, 3, 3, 1, 1, 1, 1]",0.2154377324888586
"[0, 2, 0, 3, 3, 1, 2, 2, 1]",0.4983847269477448
"[0, 2, 0, 3, 3, 1, 2, 2, 2]",0.5048052875337944
"[0, 2, 0, 3, 3, 3, 0, 0, 0]",0.021439908438422202
"[0, 2, 0, 3, 3, 3, 1, 1, 1]",0.19185740074511798
"[0, 2, 0, 3, 3, 3, 2, 0, 0]",0.5005540934152576
"[0, 2, 0, 3, 3, 3, 2, 2, 1]",0.5009580336204364
"[0, 2, 0, 3, 3, 3, 2, 2, 2]",0.5084556168406243
"[0, 2, 0, 4, 0, 0, 0, 0, 0]",0.5088326683017901
"[0, 2, 0, 4, 2, 2, 0, 0, 0]",0.510726890027395
"[0, 2, 0, 4, 4, 0, 0, 0, 0]",0.4939004988536297
"[0, 2, 0, 4, 4, 1, 0, 0, 0]",0.5172068522890182
"[0, 2, 0, 4, 4, 2, 0, 0, 0]",0.5379138052636939
"[0, 2, 0, 4, 4, 3, 0, 0, 0]",0.5028082432865738
"[0, 2, 2, 0, 0, 0, 0, 0, 0]",3.0175343197014235
"[0, 2, 2, 0, 0, 0, 1, 1, 1]",0.322323977312563
"[0, 2, 2, 0, 0, 0, 2, 0, 0]",0.11991575243651592
"[0, 2, 2, 0, 0, 0, 2, 2, 1]",0.13577101909806386
"[0, 2, 2, 0, 0, 0, 2, 2, 2]",0.13324424803105006
"[0, 2, 2, 0, 0, 0, 3, 1, 0]",0.07358055448522266
"[0, 2, 2, 0, 0, 0, 3, 1, 1]",0.07770856833048477
"[0, 2, 2, 0, 0, 0, 3, 3, 1]",0.06832821532215157
"[0, 2, 2, 0, 0, 0, 3, 3, 3]",0.07187569458355249
"[0, 2, 2, 0, 0, 0, 4, 0, 0]",0.05308779459835597
"[0, 2, 2, 0, 0, 0, 4, 2, 1]",0.050774012359878995
"[0, 2, 2, 0, 0, 0, 4, 2, 2]",0.0510219536215135
"[0, 2, 2, 0, 0, 0, 4, 4, 1]",0.044285021813178456
"[0, 2, 2, 0, 0, 0, 4, 4, 2]",0.05451661625104541
"[0, 2, 2, 0, 0, 0, 4, 4, 3]",0.04763526169637432
"[0, 2, 2, 0, 0, 0, 5, 1, 0]",0.036407140818479164
"[0, 2, 2, 0, 0, 0, 5, 1, 1]",0.02937148615236619
"[0, 2, 2, 0, 0, 0, 5, 3, 1]",0.034707743152322855
"[0, 2, 2, 0, 0, 0, 5, 3, 2]",0.03175406087368322
"[0, 2, 2, 0, 0, 0, 5, 3, 3]",0.03430495270546046
"[0, 2, 2, 0, 0, 0, 5, 5, 3]",0.03451680974645934
"[0, 2, 2, 0, 0, 0, 5, 5, 5]",0.034331428967359384
"[0, 2, 2, 0, 0, 0, 6, 0, 0]",0.029684866982687134
"[0, 2, 2, 0, 0, 0, 6, 2, 0]",0.030054773675318003
"[0, 2, 2, 0, 0, 0, 6, 2, 1]",0.03054366660907862
"[0, 2, 2, 0, 0, 0, 6, 2, 2]",0.031578223335481014
"[0, 2, 2, 0, 0, 0, 6, 4, 1]",0.028802183970374002
"[0, 2, 2, 0, 0, 0, 6, 4, 2]",0.02987671831147862
"[0, 2, 2, 0, 0, 0, 6, 4, 3]",0.029004139238583016
"[0, 2, 2, 0, 0, 0, 6, 6, 1]",0.028710075088193704
"[0, 2, 2, 0, 0, 0, 6, 6, 3]",0.02966465903607672
"[0, 2, 2, 0, 0, 0, 6, 6, 5]",0.030310889033301418
"[0, 2, 2, 0, 0, 0, 6, 6, 6]",0.029562711487041694
"[0, 2, 2, 0, 0, 0, 7, 1, 0]",0.044980485256533365
"[0, 2, 2, 0, 0, 0, 7, 1, 1]",0.03972599194313046
"[0, 2, 2, 0, 0, 0, 7, 3, 1]",0.04401981495989228
"[0, 2, 2, 0, 0, 0, 7, 3, 2]",0.04422012375455671
"[0, 2, 2, 0, 0, 0, 7, 5, 1]",0.04349555803161602
"[0, 2, 2, 0, 0, 0, 7, 5, 2]",0.04146444572281957
"[0, 2, 2, 0, 0, 0, 7, 5, 3]",0.05254259771790392
"[0, 2, 2, 0, 0, 0, 7, 5, 5]",0.045035780513925705
"[0, 2, 2, 0, 0, 0, 7, 7, 1]",0.04920083806195537
"[0, 2, 2, 0, 0, 0, 7, 7, 7]",0.046876350635329564
"[0, 2, 2, 0, 0, 0, 8, 2, 0]",0.1544575573213574
