"['n1', 'n2', 'n3', 'n4', 'l3', 'l4']",lifetime_i
"[0, 2, 0, 5, 0, 1]",0.018607935031272338
"[0, 2, 0, 5, 0, 3]",0.019456862561753385
"[0, 2, 0, 5, 0, 5]",0.018632683485122887
"[0, 2, 0, 6, 0, 0]",0.02018982465747589
"[0, 2, 0, 6, 0, 2]",0.021285866967251835
"[0, 2, 0, 6, 0, 4]",0.022024032866468413
"[0, 2, 0, 6, 0, 6]",0.022236362751648867
"[0, 2, 0, 7, 0, 1]",0.03457895612987527
"[0, 2, 0, 7, 0, 3]",0.04313487458949175
"[0, 2, 0, 7, 0, 5]",0.039239113020740686
"[0, 2, 0, 7, 0, 7]",0.04936005427900607
"[0, 2, 0, 8, 0, 0]",0.031023598321967383
"[0, 2, 0, 8, 0, 2]",0.038902928239175086
"[0, 2, 0, 8, 0, 4]",0.04552217211062815
"[0, 2, 0, 8, 0, 6]",0.04404982263562671
"[0, 2, 0, 8, 0, 8]",0.04243046645496129
"[0, 2, 0, 9, 0, 1]",0.10816685501133003
"[0, 2, 0, 9, 0, 3]",0.12566008368514955
"[0, 2, 0, 9, 0, 5]",0.10706244284311321
"[0, 2, 0, 9, 0, 7]",0.1163798801349096
"[0, 2, 0, 9, 0, 9]",0.13136241649927832
"[0, 2, 0, 10, 0, 0]",0.40795725385687126
"[0, 2, 0, 10, 0, 2]",0.39131407946145474
"[0, 2, 0, 10, 0, 6]",0.38673522257585724
"[0, 2, 0, 10, 0, 8]",0.5114155447183394
"[0, 2, 0, 10, 0, 10]",0.3906065390799381
"[0, 2, 0, 11, 0, 1]",1.0351780313400585
"[0, 2, 0, 11, 0, 3]",1.5803086417494283
"[0, 2, 0, 11, 0, 5]",1.325872260903983
"[0, 2, 0, 11, 0, 7]",1.418901135315824
"[0, 2, 0, 11, 0, 9]",1.2751463198406465
"[0, 2, 0, 11, 0, 11]",1.2890408964413733
"[0, 2, 0, 12, 0, 0]",4.437691981504545
"[0, 2, 0, 12, 0, 2]",4.17019322766538
"[0, 2, 0, 12, 0, 4]",4.3261446168122495
"[0, 2, 0, 12, 0, 6]",3.745912456196736
"[0, 2, 0, 12, 0, 8]",3.9187441165417347
"[0, 2, 0, 12, 0, 10]",4.072953773300226
"[0, 2, 0, 12, 0, 12]",3.2317990536363186
"[0, 2, 1, 0, 1, 0]",0.01771358192988358
"[0, 2, 1, 1, 1, 1]",0.015875323524681035
"[0, 2, 1, 2, 1, 0]",0.015176970679346221
"[0, 2, 1, 2, 1, 2]",0.01625713851096439
"[0, 2, 1, 3, 1, 1]",0.01443000473017763
"[0, 2, 1, 3, 1, 3]",0.013638619807095383
"[0, 2, 1, 4, 1, 0]",0.019111786095052097
"[0, 2, 1, 4, 1, 2]",0.018526171881987484
"[0, 2, 1, 4, 1, 4]",0.017556840125624376
"[0, 2, 1, 5, 1, 1]",0.027767998793025554
"[0, 2, 1, 5, 1, 3]",0.027027162882708688
"[0, 2, 1, 5, 1, 5]",0.02636527288421875
"[0, 2, 1, 6, 1, 0]",0.03903494705679985
"[0, 2, 1, 6, 1, 2]",0.03678775776213965
"[0, 2, 1, 6, 1, 4]",0.04148034883008879
"[0, 2, 1, 6, 1, 6]",0.044837852414835365
"[0, 2, 1, 7, 1, 1]",0.1418090003642066
"[0, 2, 1, 7, 1, 3]",0.12474282285527402
"[0, 2, 1, 7, 1, 5]",0.12451693052287102
"[0, 2, 1, 7, 1, 7]",0.1306727564341464
"[0, 2, 1, 8, 1, 0]",0.3909716479433518
"[0, 2, 1, 8, 1, 2]",0.4903820532470343
"[0, 2, 1, 8, 1, 4]",0.4355447938378394
"[0, 2, 1, 8, 1, 8]",0.3844697047726825
"[0, 2, 1, 9, 1, 1]",1.329355859078314
"[0, 2, 1, 9, 1, 3]",1.4386336817921004
"[0, 2, 1, 9, 1, 5]",1.4315090007589566
"[0, 2, 1, 9, 1, 7]",1.5828538066628834
"[0, 2, 1, 9, 1, 9]",1.2671673915787995
"[0, 2, 1, 10, 1, 0]",3.9543344968135705
"[0, 2, 1, 10, 1, 2]",4.1295983701908865
"[0, 2, 1, 10, 1, 4]",4.009931754300033
"[0, 2, 1, 10, 1, 6]",3.9737604273435405
"[0, 2, 1, 10, 1, 8]",3.513706173354646
"[0, 2, 1, 10, 1, 10]",4.233547022165384
"[0, 2, 1, 11, 1, 7]",4.8941892853385935
"[0, 2, 2, 0, 0, 0]",0.013430938763816113
"[0, 2, 2, 0, 2, 0]",0.012043762295670281
"[0, 2, 2, 1, 0, 1]",0.010508641091024711
"[0, 2, 2, 1, 2, 1]",0.010484070264431015
"[0, 2, 2, 2, 0, 0]",0.017404751416906523
"[0, 2, 2, 2, 0, 2]",0.016538405986594604
"[0, 2, 2, 2, 2, 0]",0.01613104988041618
"[0, 2, 2, 2, 2, 2]",0.014609393761514907
"[0, 2, 2, 3, 0, 1]",0.023316788145291593
"[0, 2, 2, 3, 0, 3]",0.019926122560181232
"[0, 2, 2, 3, 2, 1]",0.02152582157292874
"[0, 2, 2, 3, 2, 3]",0.019221256628634605
"[0, 2, 2, 4, 0, 0]",0.043151618162394496
"[0, 2, 2, 4, 0, 2]",0.04124746952376285
"[0, 2, 2, 4, 0, 4]",0.038675789829179213
"[0, 2, 2, 4, 2, 0]",0.04828824973117088
"[0, 2, 2, 4, 2, 2]",0.045062567779462166
"[0, 2, 2, 4, 2, 4]",0.04259947261006631
"[0, 2, 2, 5, 0, 1]",0.14507764551810232
"[0, 2, 2, 5, 0, 3]",0.12381754424836214
"[0, 2, 2, 5, 0, 5]",0.12808177924964215
"[0, 2, 2, 5, 2, 1]",0.14909624141558378
"[0, 2, 2, 5, 2, 5]",0.12471687355827515
"[0, 2, 2, 6, 0, 0]",0.4982655744941546
"[0, 2, 2, 6, 0, 2]",0.4908768679664191
"[0, 2, 2, 6, 0, 4]",0.45537947219100144
"[0, 2, 2, 6, 0, 6]",0.5401129412506284
"[0, 2, 2, 6, 2, 0]",0.6186716723669127
"[0, 2, 2, 6, 2, 2]",0.5448171544530767
"[0, 2, 2, 6, 2, 4]",0.5115615292320644
"[0, 2, 2, 6, 2, 6]",0.4312960603327917
"[0, 2, 2, 7, 0, 1]",1.3182783322726175
"[0, 2, 2, 7, 0, 3]",1.6498444815787416
"[0, 2, 2, 7, 0, 5]",1.2922763927520955
"[0, 2, 2, 7, 0, 7]",1.4503556875135097
"[0, 2, 2, 7, 2, 1]",1.5418017324607534
"[0, 2, 2, 7, 2, 3]",1.5373257608419566
"[0, 2, 2, 7, 2, 5]",1.3828478797675028
"[0, 2, 2, 7, 2, 7]",1.5764965624895682
"[0, 2, 2, 8, 0, 0]",4.13165401683964
"[0, 2, 2, 8, 0, 2]",4.063973117302328
"[0, 2, 2, 8, 0, 4]",4.335877573417725
"[0, 2, 2, 8, 0, 6]",4.185642741180053
"[0, 2, 2, 8, 2, 0]",4.630725975671466
"[0, 2, 2, 8, 2, 2]",4.117715280056745
"[0, 2, 2, 8, 2, 4]",4.191799352797113
"[0, 2, 2, 8, 2, 6]",4.016001371593449
"[0, 2, 2, 8, 2, 8]",4.136957139900232
"[0, 2, 3, 0, 1, 0]",0.01624251442656871
"[0, 2, 3, 0, 3, 0]",0.014800554531561844
"[0, 2, 3, 1, 1, 1]",0.020554933608446367
"[0, 2, 3, 1, 3, 1]",0.020160126991149756
"[0, 2, 3, 2, 1, 0]",0.049321841295587324
"[0, 2, 3, 2, 1, 2]",0.04910788511299997
"[0, 2, 3, 2, 3, 0]",0.05652647783173459
"[0, 2, 3, 2, 3, 2]",0.053115959879258524
"[0, 2, 3, 3, 1, 1]",0.15569862104920942
"[0, 2, 3, 3, 1, 3]",0.1429009246043918
"[0, 2, 3, 3, 3, 1]",0.1639064472342075
"[0, 2, 3, 3, 3, 3]",0.16545625532719496
"[0, 2, 3, 4, 1, 0]",0.6308040791060364
"[0, 2, 3, 4, 1, 2]",0.5627160193883314
"[0, 2, 3, 4, 1, 4]",0.5108350561514572
"[0, 2, 3, 4, 3, 0]",0.6154160141877884
"[0, 2, 3, 4, 3, 2]",0.586131234192928
"[0, 2, 3, 4, 3, 4]",0.635558412856237
"[0, 2, 3, 5, 1, 1]",2.0903584211086983
"[0, 2, 3, 5, 1, 3]",1.5244457098411626
"[0, 2, 3, 5, 1, 5]",1.5684801994362587
"[0, 2, 3, 5, 3, 3]",1.7091135910156556
"[0, 2, 3, 5, 3, 5]",1.5957282788268532
"[0, 2, 3, 6, 1, 2]",4.5920436153173085
"[0, 2, 3, 6, 1, 4]",4.213044042705884
"[0, 2, 3, 6, 1, 6]",4.067556727179192
"[0, 2, 3, 6, 3, 0]",4.162599966872108
"[0, 2, 3, 6, 3, 2]",4.3607095545738055
"[0, 2, 3, 6, 3, 4]",4.409147403329477
"[0, 2, 3, 6, 3, 6]",4.3880998905588084
"[0, 2, 4, 0, 0, 0]",0.12698710606297928
"[0, 2, 4, 0, 2, 0]",0.08663467272208088
"[0, 2, 4, 0, 4, 0]",0.10093195046212154
"[0, 2, 4, 1, 0, 1]",0.3256651584626735
"[0, 2, 4, 1, 2, 1]",0.24543802338555337
"[0, 2, 4, 1, 4, 1]",0.2635857950688735
"[0, 2, 4, 2, 0, 0]",1.010388599161342
"[0, 2, 4, 2, 0, 2]",0.6508687402963074
"[0, 2, 4, 2, 2, 0]",0.8369267194633061
"[0, 2, 4, 2, 2, 2]",0.8930076162437945
"[0, 2, 4, 2, 4, 0]",0.8322954769816792
"[0, 2, 4, 2, 4, 2]",0.9175690967225246
"[0, 2, 4, 3, 0, 3]",1.781786383338236
"[0, 2, 4, 3, 2, 1]",1.5371996622728379
"[0, 2, 4, 3, 2, 3]",1.589191444151982
"[0, 2, 4, 3, 4, 1]",2.0538871024178493
"[0, 2, 4, 3, 4, 3]",1.6562683804021765
"[0, 2, 4, 4, 0, 0]",4.469783291168775
"[0, 2, 4, 4, 0, 2]",4.231815564292847
"[0, 2, 4, 4, 2, 0]",4.098862446114053
"[0, 2, 4, 4, 2, 2]",4.355751468059985
"[0, 2, 4, 4, 2, 4]",4.355114409962765
"[0, 2, 4, 4, 4, 2]",4.288172312665056
"[0, 2, 4, 4, 4, 4]",4.449684866944022
"[0, 2, 5, 0, 1, 0]",1.1998941902197853
"[0, 2, 5, 0, 3, 0]",1.1631003254451164
"[0, 2, 5, 0, 5, 0]",1.2548892378790497
"[0, 2, 5, 1, 1, 1]",2.843802950518615
"[0, 2, 5, 1, 3, 1]",2.774149189962462
"[0, 2, 5, 1, 5, 1]",3.3863703461304215
"[0, 2, 5, 2, 1, 0]",4.584744584835148
"[0, 2, 5, 2, 1, 2]",4.3874129864973055
"[0, 2, 5, 2, 3, 0]",5.092518115404745
"[0, 2, 5, 2, 3, 2]",4.470808053843191
"[0, 2, 5, 2, 5, 0]",4.563259641902927
"[0, 2, 5, 2, 5, 2]",4.457407398808643
"[0, 2, 6, 0, 0, 0]",5.272927872820399
"[0, 2, 6, 0, 2, 0]",5.461306807762594
"[0, 3, 0, 0, 0, 0]",0.02452753501736843
"[0, 3, 0, 1, 0, 1]",0.02060074123654512
"[0, 3, 0, 2, 0, 0]",0.019092762651706507
"[0, 3, 0, 2, 0, 2]",0.01890179515909218
"[0, 3, 0, 3, 0, 1]",0.017387088827394537
"[0, 3, 0, 3, 0, 3]",0.017311196021227365
"[0, 3, 0, 4, 0, 0]",0.015841061276061722
"[0, 3, 0, 4, 0, 2]",0.016046924835187822
"[0, 3, 0, 4, 0, 4]",0.015869465126328232
"[0, 3, 0, 5, 0, 1]",0.015286774482461457
"[0, 3, 0, 5, 0, 3]",0.014811231604335444
"[0, 3, 0, 5, 0, 5]",0.01678231384897248
"[0, 3, 0, 6, 0, 0]",0.031119538621929444
"[0, 3, 0, 6, 0, 2]",0.0310355532041902
"[0, 3, 0, 6, 0, 4]",0.03691556852969722
"[0, 3, 0, 6, 0, 6]",0.033781854602386405
"[0, 3, 0, 7, 0, 1]",0.040119823336274126
"[0, 3, 0, 7, 0, 3]",0.03794321948988024
"[0, 3, 0, 7, 0, 5]",0.038134616587846296
"[0, 3, 0, 7, 0, 7]",0.043621964252691776
"[0, 3, 0, 8, 0, 0]",0.1207277250020205
"[0, 3, 0, 8, 0, 2]",0.08923533798216461
"[0, 3, 0, 8, 0, 6]",0.10113467901204559
"[0, 3, 0, 8, 0, 8]",0.11742987329358748
"[0, 3, 0, 9, 0, 1]",0.3238695071372541
"[0, 3, 0, 9, 0, 3]",0.2462701711648337
"[0, 3, 0, 9, 0, 7]",0.2340451959721879
"[0, 3, 0, 9, 0, 9]",0.30876912964043424
"[0, 3, 0, 10, 0, 0]",0.5517647810754405
"[0, 3, 0, 10, 0, 2]",0.9643876788530783
"[0, 3, 0, 10, 0, 4]",1.0112062014705896
"[0, 3, 0, 10, 0, 6]",1.2150586630859381
"[0, 3, 0, 10, 0, 8]",1.078935801588071
"[0, 3, 0, 10, 0, 10]",0.6494078354735766
"[0, 3, 0, 11, 0, 1]",2.3549045709610854
"[0, 3, 0, 11, 0, 3]",4.258674871189965
"[0, 3, 0, 11, 0, 5]",3.6423235528940965
"[0, 3, 0, 11, 0, 9]",2.257372044404101
"[0, 3, 0, 11, 0, 11]",2.1024955889807484
"[0, 3, 0, 12, 0, 0]",4.859819838485204
"[0, 3, 0, 12, 0, 2]",4.8281523538088456
"[0, 3, 0, 12, 0, 6]",5.073402098938373
"[0, 3, 0, 12, 0, 8]",5.137397598837451
"[0, 3, 0, 12, 0, 10]",4.9454064626090455
"[0, 3, 0, 12, 0, 12]",5.308239738816232
"[0, 3, 1, 0, 1, 0]",0.014806384066528582
"[0, 3, 1, 1, 1, 1]",0.013524124021269198
"[0, 3, 1, 2, 1, 0]",0.013067258979469568
"[0, 3, 1, 2, 1, 2]",0.012807002253151348
"[0, 3, 1, 3, 1, 1]",0.014337843716824675
"[0, 3, 1, 3, 1, 3]",0.013472318173555686
"[0, 3, 1, 4, 1, 0]",0.023907047022444332
"[0, 3, 1, 4, 1, 2]",0.026902823070861746
"[0, 3, 1, 4, 1, 4]",0.02844151403013008
"[0, 3, 1, 5, 1, 1]",0.03573747383000975
"[0, 3, 1, 5, 1, 3]",0.02779723633193889
"[0, 3, 1, 5, 1, 5]",0.028593104462181045
"[0, 3, 1, 6, 1, 0]",0.1201727934096748
"[0, 3, 1, 6, 1, 2]",0.08281534271481215
"[0, 3, 1, 6, 1, 4]",0.07410971400676726
"[0, 3, 1, 6, 1, 6]",0.08692873924904947
"[0, 3, 1, 7, 1, 1]",0.255193637299954
"[0, 3, 1, 7, 1, 3]",0.35998573554099517
"[0, 3, 1, 7, 1, 5]",0.2858516623447164
"[0, 3, 1, 7, 1, 7]",0.255253505727602
"[0, 3, 1, 8, 1, 0]",0.987525423047022
"[0, 3, 1, 8, 1, 2]",0.9492439233092395
"[0, 3, 1, 8, 1, 4]",0.7712688338355715
"[0, 3, 1, 8, 1, 8]",1.159074048212865
"[0, 3, 1, 9, 1, 1]",3.2230729412472856
"[0, 3, 1, 9, 1, 3]",2.820507731032774
"[0, 3, 1, 9, 1, 5]",2.8464565705799476
"[0, 3, 1, 9, 1, 7]",2.9219405602486908
"[0, 3, 1, 9, 1, 9]",3.466435017936757
"[0, 3, 1, 10, 1, 2]",5.177067378574173
"[0, 3, 1, 10, 1, 4]",5.116191867782001
"[0, 3, 1, 10, 1, 6]",4.985799271998171
"[0, 3, 1, 10, 1, 8]",3.324683662965778
"[0, 3, 2, 0, 0, 0]",0.012940102564679784
"[0, 3, 2, 0, 2, 0]",0.010837904686330302
"[0, 3, 2, 1, 0, 1]",0.016491477833446504
"[0, 3, 2, 1, 2, 1]",0.013782041422824196
"[0, 3, 2, 2, 0, 0]",0.02452097478510269
"[0, 3, 2, 2, 0, 2]",0.025804580379532274
"[0, 3, 2, 2, 2, 0]",0.024400185772304028
"[0, 3, 2, 2, 2, 2]",0.02355089760844961
"[0, 3, 2, 3, 0, 1]",0.02685656412000723
"[0, 3, 2, 3, 0, 3]",0.02884726654942589
"[0, 3, 2, 3, 2, 1]",0.02987734022685274
"[0, 3, 2, 3, 2, 3]",0.029060633365566132
"[0, 3, 2, 4, 0, 0]",0.10670197150625042
"[0, 3, 2, 4, 0, 2]",0.10644810706792329
"[0, 3, 2, 4, 0, 4]",0.12409275110134226
"[0, 3, 2, 4, 2, 0]",0.11288199297212374
"[0, 3, 2, 4, 2, 2]",0.10181551505102074
"[0, 3, 2, 4, 2, 4]",0.09545514242509688
"[0, 3, 2, 5, 0, 1]",0.30918422424616937
"[0, 3, 2, 5, 0, 3]",0.22867212133256692
"[0, 3, 2, 5, 2, 1]",0.32755034346611
"[0, 3, 2, 5, 2, 3]",0.2894159468505335
"[0, 3, 2, 5, 2, 5]",0.3436117386770285
"[0, 3, 2, 6, 0, 2]",0.7304929619308135
"[0, 3, 2, 6, 0, 6]",1.032462466507175
"[0, 3, 2, 6, 2, 0]",0.9274628305145419
"[0, 3, 2, 6, 2, 2]",1.2622226244797283
"[0, 3, 2, 6, 2, 4]",1.0843314920011995
"[0, 3, 2, 6, 2, 6]",1.1141100387115044
"[0, 3, 2, 7, 0, 3]",3.100904238559149
"[0, 3, 2, 7, 0, 5]",1.8649172618695664
"[0, 3, 2, 7, 2, 1]",2.9708026901497537
"[0, 3, 2, 7, 2, 3]",2.811064796511461
"[0, 3, 2, 7, 2, 5]",3.5804241166327393
"[0, 3, 2, 7, 2, 7]",3.5193173890690628
"[0, 3, 2, 8, 2, 2]",5.685287293165216
"[0, 3, 2, 8, 2, 4]",4.830549521348538
"[0, 3, 2, 8, 2, 6]",5.476589350926181
"[0, 3, 2, 8, 2, 8]",5.414903717588395
"[0, 3, 3, 0, 1, 0]",0.023639213137789734
"[0, 3, 3, 0, 3, 0]",0.019159267791100703
"[0, 3, 3, 1, 1, 1]",0.02991472632847278
"[0, 3, 3, 1, 3, 1]",0.03142102129385327
"[0, 3, 3, 2, 1, 0]",0.11168149319690236
"[0, 3, 3, 2, 1, 2]",0.1126726212615925
"[0, 3, 3, 2, 3, 0]",0.11486249793334281
"[0, 3, 3, 2, 3, 2]",0.11652542527786568
"[0, 3, 3, 3, 1, 1]",0.3230571057270188
"[0, 3, 3, 3, 1, 3]",0.36278422298514484
"[0, 3, 3, 3, 3, 1]",0.349464850943422
"[0, 3, 3, 3, 3, 3]",0.3082544485593829
"[0, 3, 3, 4, 1, 2]",1.1832086039010399
"[0, 3, 3, 4, 1, 4]",1.1619518375938316
"[0, 3, 3, 4, 3, 0]",1.1795296502492825
"[0, 3, 3, 4, 3, 2]",1.0859439903391594
"[0, 3, 3, 4, 3, 4]",1.046564791308012
"[0, 3, 3, 5, 1, 1]",3.732704424990837
"[0, 3, 3, 5, 1, 3]",4.070481674540874
"[0, 3, 3, 5, 1, 5]",3.306968555803015
"[0, 3, 3, 5, 3, 1]",3.4655025358524396
"[0, 3, 3, 5, 3, 3]",3.126388280830036
"[0, 3, 3, 5, 3, 5]",3.7561613641582494
"[0, 3, 3, 6, 1, 4]",5.520834780717818
"[0, 3, 3, 6, 3, 0]",5.453728507291352
"[0, 3, 3, 6, 3, 6]",5.531672175110359
"[0, 3, 4, 0, 0, 0]",0.11400436446072522
"[0, 3, 4, 0, 2, 0]",0.13284643521484935
"[0, 3, 4, 0, 4, 0]",0.1398342700172228
"[0, 3, 4, 1, 0, 1]",0.18761695827394845
"[0, 3, 4, 1, 2, 1]",0.1686166003158519
"[0, 3, 4, 1, 4, 1]",0.30969481832025647
"[0, 3, 4, 2, 0, 0]",0.7992722566717174
"[0, 3, 4, 2, 0, 2]",0.6071574517356857
"[0, 3, 4, 2, 2, 0]",0.5370338259806244
"[0, 3, 4, 2, 2, 2]",0.5983073970290115
"[0, 3, 4, 2, 4, 0]",0.8237117693818181
"[0, 3, 4, 2, 4, 2]",0.9009519886583964
"[0, 3, 4, 3, 0, 1]",2.2835820061701813
"[0, 3, 4, 3, 0, 3]",3.7167654954649443
"[0, 3, 4, 3, 2, 1]",2.082339767927322
"[0, 3, 4, 3, 2, 3]",3.186966565985659
"[0, 3, 4, 3, 4, 1]",1.8691089738898734
"[0, 3, 4, 3, 4, 3]",3.231693883550801
"[0, 3, 4, 4, 0, 0]",4.26781196535633
"[0, 3, 4, 4, 2, 0]",5.504230891320863
"[0, 3, 4, 4, 4, 0]",4.488329892250746
"[0, 3, 4, 4, 4, 2]",4.412065390972718
"[0, 3, 5, 0, 1, 0]",0.6973801246274403
"[0, 3, 5, 0, 3, 0]",1.201276520407529
"[0, 3, 5, 0, 5, 0]",1.9819240838040957
"[0, 3, 5, 1, 1, 1]",2.1417313399059688
"[0, 3, 5, 1, 3, 1]",2.241621001041084
"[0, 3, 5, 1, 5, 1]",2.4181635676110225
"[0, 3, 5, 2, 1, 0]",4.324038443416093
"[0, 3, 5, 2, 1, 2]",4.408183977417549
"[0, 3, 5, 2, 5, 0]",4.223105458804733
"[0, 3, 5, 2, 5, 2]",4.345496756943803
"[0, 3, 6, 0, 0, 0]",4.34517759711593
"[0, 3, 6, 0, 2, 0]",4.412458344347823
"[0, 3, 6, 0, 4, 0]",4.270235240727823
"[0, 3, 6, 0, 6, 0]",4.666629876700421
"[0, 4, 0, 0, 0, 0]",0.01702595938710608
"[0, 4, 0, 1, 0, 1]",0.017026734248717416
"[0, 4, 0, 2, 0, 0]",0.01670271846943743
"[0, 4, 0, 2, 0, 2]",0.018320048438462338
"[0, 4, 0, 3, 0, 1]",0.013349947563642441
"[0, 4, 0, 3, 0, 3]",0.014768650909743438
"[0, 4, 0, 4, 0, 0]",0.011565391255760296
"[0, 4, 0, 4, 0, 2]",0.01359091921997977
"[0, 4, 0, 4, 0, 4]",0.013301966891711396
"[0, 4, 0, 5, 0, 1]",0.030760815631413276
"[0, 4, 0, 5, 0, 3]",0.023784239687639895
"[0, 4, 0, 6, 0, 0]",0.03889341248536748
"[0, 4, 0, 6, 0, 2]",0.028122057236774054
"[0, 4, 0, 6, 0, 4]",0.027110396072421244
"[0, 4, 0, 6, 0, 6]",0.027512345622492263
"[0, 4, 0, 7, 0, 1]",0.041847120900769405
"[0, 4, 0, 7, 0, 3]",0.06794183240817857
"[0, 4, 0, 7, 0, 5]",0.08883669897756286
"[0, 4, 0, 7, 0, 7]",0.07868836940555878
"[0, 4, 0, 8, 0, 0]",0.1511513955383471
"[0, 4, 0, 8, 0, 2]",0.27723958755275663
"[0, 4, 0, 8, 0, 4]",0.19559083191055734
"[0, 4, 0, 8, 0, 6]",0.20901186375184555
"[0, 4, 0, 8, 0, 8]",0.28256416657011246
"[0, 4, 0, 9, 0, 1]",0.8248896500347832
"[0, 4, 0, 9, 0, 3]",0.727493583033718
"[0, 4, 0, 9, 0, 5]",0.6086467003826604
"[0, 4, 0, 9, 0, 7]",0.7206479995666398
"[0, 4, 0, 9, 0, 9]",0.8140323020686716
"[0, 4, 0, 10, 0, 0]",1.4328065341594285
"[0, 4, 0, 10, 0, 2]",1.748727908951497
"[0, 4, 0, 10, 0, 4]",1.7562497500617076
"[0, 4, 0, 10, 0, 6]",1.687354990140117
"[0, 4, 0, 10, 0, 10]",2.9086031091421987
"[0, 4, 0, 11, 0, 3]",4.071533631946578
"[0, 4, 0, 11, 0, 9]",4.036427077296838
"[0, 4, 0, 11, 0, 11]",4.235427786611592
"[0, 4, 1, 0, 1, 0]",0.01320626513502389
"[0, 4, 1, 1, 1, 1]",0.012610805291798517
"[0, 4, 1, 2, 1, 0]",0.012411783909604074
"[0, 4, 1, 2, 1, 2]",0.01214273484239543
"[0, 4, 1, 3, 1, 1]",0.02257277646959683
"[0, 4, 1, 3, 1, 3]",0.023067154823759473
"[0, 4, 1, 4, 1, 0]",0.027438458573442508
"[0, 4, 1, 4, 1, 2]",0.02637995666389691
"[0, 4, 1, 4, 1, 4]",0.030548823561875445
"[0, 4, 1, 5, 1, 1]",0.05932495290661515
"[0, 4, 1, 5, 1, 3]",0.09487484207099187
"[0, 4, 1, 5, 1, 5]",0.0925911314323957
"[0, 4, 1, 6, 1, 0]",0.2735711842418992
"[0, 4, 1, 6, 1, 2]",0.2692362656879044
"[0, 4, 1, 6, 1, 4]",0.1975418827956004
"[0, 4, 1, 7, 1, 1]",0.90009152052464
"[0, 4, 1, 7, 1, 3]",0.8358557206565208
"[0, 4, 1, 7, 1, 5]",0.7027362184152061
"[0, 4, 1, 7, 1, 7]",0.6926507128503961
"[0, 4, 1, 8, 1, 0]",1.4499209621758493
"[0, 4, 1, 8, 1, 2]",2.5938176963599187
"[0, 4, 1, 8, 1, 4]",2.7592911040475654
"[0, 4, 1, 8, 1, 6]",3.6291045222864233
"[0, 4, 1, 8, 1, 8]",2.874576997313334
"[0, 4, 1, 9, 1, 1]",3.902567701437017
"[0, 4, 1, 9, 1, 3]",4.21497991514075
"[0, 4, 1, 9, 1, 5]",4.419850883499572
"[0, 4, 1, 9, 1, 7]",3.8803100306786003
"[0, 4, 1, 9, 1, 9]",3.9854785294660546
"[0, 4, 2, 0, 0, 0]",0.011344133628769246
"[0, 4, 2, 0, 2, 0]",0.010296907850657582
"[0, 4, 2, 1, 0, 1]",0.021337716169401933
"[0, 4, 2, 1, 2, 1]",0.020070351358385946
"[0, 4, 2, 2, 0, 0]",0.025269338728802642
"[0, 4, 2, 2, 0, 2]",0.023455389996132302
"[0, 4, 2, 2, 2, 0]",0.025531268690591757
"[0, 4, 2, 2, 2, 2]",0.02486528113320277
"[0, 4, 2, 3, 0, 1]",0.04926303428022455
"[0, 4, 2, 3, 0, 3]",0.060143631645844936
"[0, 4, 2, 3, 2, 1]",0.08262362453317164
"[0, 4, 2, 3, 2, 3]",0.0982224116500271
"[0, 4, 2, 4, 0, 0]",0.17363416679830374
"[0, 4, 2, 4, 0, 2]",0.28190126444330366
"[0, 4, 2, 4, 0, 4]",0.2698253140037858
"[0, 4, 2, 4, 2, 2]",0.17659020944653864
"[0, 4, 2, 4, 2, 4]",0.19361427980890467
"[0, 4, 2, 5, 0, 1]",0.5631431541589672
"[0, 4, 2, 5, 0, 3]",0.6708943044139678
"[0, 4, 2, 5, 2, 1]",0.6167075356895382
"[0, 4, 2, 5, 2, 3]",0.7885395653353895
"[0, 4, 2, 5, 2, 5]",0.7508626909304624
"[0, 4, 2, 6, 0, 0]",1.4829059420441846
"[0, 4, 2, 6, 0, 2]",2.39056139842775
"[0, 4, 2, 6, 0, 4]",1.8233753797599117
"[0, 4, 2, 6, 0, 6]",1.7491635699257062
"[0, 4, 2, 6, 2, 0]",2.265661818850816
"[0, 4, 2, 6, 2, 2]",1.7753816607961344
"[0, 4, 2, 6, 2, 4]",1.6025336192394335
"[0, 4, 2, 6, 2, 6]",2.719286786473129
"[0, 4, 2, 7, 0, 1]",4.572552434278084
"[0, 4, 2, 7, 0, 5]",5.413737628853697
"[0, 4, 2, 7, 2, 1]",3.887713116523256
"[0, 4, 2, 7, 2, 3]",4.286555630382942
"[0, 4, 2, 7, 2, 5]",4.13118391691129
"[0, 4, 2, 7, 2, 7]",4.451822507434637
"[0, 4, 3, 0, 1, 0]",0.024229107800938836
"[0, 4, 3, 0, 3, 0]",0.025076677929142314
"[0, 4, 3, 1, 1, 1]",0.06569492048289137
"[0, 4, 3, 1, 3, 1]",0.07880117374864212
"[0, 4, 3, 2, 1, 0]",0.18957006684812538
"[0, 4, 3, 2, 1, 2]",0.19911491813620663
"[0, 4, 3, 2, 3, 0]",0.18940755839058296
"[0, 4, 3, 2, 3, 2]",0.2231905740766343
"[0, 4, 3, 3, 1, 1]",0.868004541976368
"[0, 4, 3, 3, 1, 3]",0.8240555703593978
"[0, 4, 3, 3, 3, 1]",0.8454740773193635
"[0, 4, 3, 3, 3, 3]",0.6524907589504149
"[0, 4, 3, 4, 1, 2]",2.1339333021778555
