"['v1', 'v2', 'v3', 'v4', 'v5', 'v6']",lifetime_i
"[0, 0, 0, 0, 0, 0]",inf
"[0, 0, 0, 0, 0, 1]",0.3984196977432992
"[0, 0, 0, 0, 0, 2]",0.10571352402099797
"[0, 0, 0, 0, 0, 3]",0.07919181470614285
"[0, 0, 0, 0, 0, 4]",0.03732011536447778
"[0, 0, 0, 0, 0, 5]",0.05204222836132517
"[0, 0, 0, 0, 0, 6]",0.17447142421578526
"[0, 0, 0, 0, 0, 7]",0.023831915805326318
"[0, 0, 0, 0, 0, 8]",2.247860893471616
"[0, 0, 0, 0, 0, 9]",0.8090827444700158
"[0, 0, 0, 0, 0, 10]",6.953253851252552
"[0, 0, 0, 0, 0, 11]",1.3152070565220804
"[0, 0, 0, 0, 0, 12]",47.73793580778415
"[0, 0, 0, 0, 1, 0]",0.02195482377404584
"[0, 0, 0, 0, 1, 1]",0.019996035877138923
"[0, 0, 0, 0, 1, 2]",0.018696273042512864
"[0, 0, 0, 0, 1, 3]",0.017721931627588942
"[0, 0, 0, 0, 1, 4]",0.04721981296554949
"[0, 0, 0, 0, 1, 5]",0.14842862096080398
"[0, 0, 0, 0, 1, 6]",0.9453010152360316
"[0, 0, 0, 0, 1, 7]",2.4699204895200992
"[0, 0, 0, 0, 1, 8]",6.930278732557987
"[0, 0, 0, 0, 1, 9]",5.781271232159251
"[0, 0, 0, 0, 1, 10]",8.31089982313919
"[0, 0, 0, 0, 1, 11]",93.01179341374434
"[0, 0, 0, 0, 2, 0]",0.012270256547358293
"[0, 0, 0, 0, 2, 1]",0.010743378502491954
"[0, 0, 0, 0, 2, 2]",0.015073749854187638
"[0, 0, 0, 0, 2, 3]",0.1477777690595652
"[0, 0, 0, 0, 2, 4]",0.6454438113741108
"[0, 0, 0, 0, 2, 5]",0.4660098407363045
"[0, 0, 0, 0, 2, 6]",3.9151029744910835
"[0, 0, 0, 0, 2, 8]",4.9461073089027625
"[0, 0, 0, 0, 2, 9]",14.602587272892112
"[0, 0, 0, 0, 3, 0]",0.017988901929975997
"[0, 0, 0, 0, 3, 1]",0.24565616504555965
"[0, 0, 0, 0, 3, 2]",0.4504413555019612
"[0, 0, 0, 0, 3, 4]",2.726448865790271
"[0, 0, 0, 0, 3, 5]",1.2306150793323758
"[0, 0, 0, 0, 3, 6]",8.483592049931351
"[0, 0, 0, 0, 4, 0]",0.20953725792355804
"[0, 0, 0, 0, 4, 1]",0.9086348226199088
"[0, 0, 0, 0, 4, 2]",1.9793061712427051
"[0, 0, 0, 0, 4, 3]",4.09428844126297
"[0, 0, 0, 0, 4, 4]",9.235568760479053
"[0, 0, 0, 0, 4, 5]",26.11350343423777
"[0, 0, 0, 0, 5, 0]",2.4834184414176006
"[0, 0, 0, 0, 5, 2]",4.289621940289647
"[0, 0, 0, 0, 5, 3]",23.222112093259145
"[0, 0, 0, 0, 6, 0]",5.067678625052329
"[0, 0, 0, 0, 6, 1]",21.151169337982374
"[0, 0, 0, 1, 0, 0]",1.2158021676608894
"[0, 0, 0, 1, 0, 1]",0.30248064496609234
"[0, 0, 0, 1, 0, 2]",0.08784115171435451
"[0, 0, 0, 1, 0, 3]",0.060520081354873884
"[0, 0, 0, 1, 0, 4]",0.023358705635374673
"[0, 0, 0, 1, 0, 5]",0.02760780607931668
"[0, 0, 0, 1, 0, 6]",0.36457005755689526
"[0, 0, 0, 1, 0, 8]",3.5826058535948246
"[0, 0, 0, 1, 0, 10]",7.178818463343181
"[0, 0, 0, 1, 0, 11]",35.22892381586872
"[0, 0, 0, 1, 0, 12]",15.51695397126351
"[0, 0, 0, 1, 1, 0]",0.018621937529910183
"[0, 0, 0, 1, 1, 1]",0.019979067541345194
"[0, 0, 0, 1, 1, 2]",0.015289995750586175
"[0, 0, 0, 1, 1, 3]",0.018830975036960663
"[0, 0, 0, 1, 1, 4]",0.15170650842089375
"[0, 0, 0, 1, 1, 6]",1.9862390641228196
"[0, 0, 0, 1, 1, 7]",1.0911004155263841
"[0, 0, 0, 1, 1, 8]",5.544532463344803
"[0, 0, 0, 1, 1, 9]",3.6698492541093497
"[0, 0, 0, 1, 1, 10]",7.861332900154367
"[0, 0, 0, 1, 2, 0]",0.010179909995723845
"[0, 0, 0, 1, 2, 1]",0.009299555215682861
"[0, 0, 0, 1, 2, 2]",0.04380916359693694
"[0, 0, 0, 1, 2, 3]",0.19035558373429096
"[0, 0, 0, 1, 2, 4]",0.5206233677674408
"[0, 0, 0, 1, 2, 5]",2.0211871523036162
"[0, 0, 0, 1, 2, 6]",124.95322077758713
"[0, 0, 0, 1, 2, 8]",10.546040822357478
"[0, 0, 0, 1, 3, 0]",0.06960191727481883
"[0, 0, 0, 1, 3, 1]",0.35937044245142835
"[0, 0, 0, 1, 3, 2]",0.6998429810946241
"[0, 0, 0, 1, 3, 3]",0.6003187323209047
"[0, 0, 0, 1, 3, 4]",2.6907153573480143
"[0, 0, 0, 1, 3, 6]",11.281687554616585
"[0, 0, 0, 1, 4, 0]",0.9240886909845486
"[0, 0, 0, 1, 4, 1]",0.9277823556868627
"[0, 0, 0, 1, 4, 2]",1.6662578225894509
"[0, 0, 0, 1, 4, 3]",4.260393394482121
"[0, 0, 0, 1, 4, 4]",7.595863227110034
"[0, 0, 0, 1, 5, 0]",1.6056610619780958
"[0, 0, 0, 1, 5, 1]",3.882544809663785
"[0, 0, 0, 1, 5, 2]",32.382013517014705
"[0, 0, 0, 1, 6, 0]",14.372655406591743
"[0, 0, 0, 2, 0, 0]",0.46516176640342266
"[0, 0, 0, 2, 0, 1]",0.13108478180322822
"[0, 0, 0, 2, 0, 2]",0.054865323097842804
"[0, 0, 0, 2, 0, 3]",0.040345269942639615
"[0, 0, 0, 2, 0, 4]",0.02726742174454385
"[0, 0, 0, 2, 0, 5]",0.13862272266138237
"[0, 0, 0, 2, 0, 6]",1.1230779278536356
"[0, 0, 0, 2, 0, 7]",0.7448290375047538
"[0, 0, 0, 2, 0, 11]",10.710910490632564
"[0, 0, 0, 2, 1, 0]",0.01636072175713454
"[0, 0, 0, 2, 1, 1]",0.017116123104087333
"[0, 0, 0, 2, 1, 2]",0.01317222925817817
"[0, 0, 0, 2, 1, 3]",0.015629163666164965
"[0, 0, 0, 2, 1, 4]",0.2646250703040449
"[0, 0, 0, 2, 1, 5]",0.8236912024786204
"[0, 0, 0, 2, 1, 6]",1.9126840708698831
"[0, 0, 0, 2, 1, 7]",1.172670105489474
"[0, 0, 0, 2, 1, 8]",11.786826824834487
"[0, 0, 0, 2, 1, 9]",6.19561447053392
"[0, 0, 0, 2, 2, 0]",0.010885578785792691
"[0, 0, 0, 2, 2, 1]",0.07593564976828716
"[0, 0, 0, 2, 2, 2]",0.27753226045572815
"[0, 0, 0, 2, 2, 4]",1.0761725219766005
"[0, 0, 0, 2, 2, 5]",1.2070736663565242
"[0, 0, 0, 2, 3, 0]",0.2973095296110944
"[0, 0, 0, 2, 3, 1]",1.0297450209576071
"[0, 0, 0, 2, 3, 2]",0.9867226335883864
"[0, 0, 0, 2, 3, 3]",1.8754444079520616
"[0, 0, 0, 2, 3, 4]",4.133626250590127
"[0, 0, 0, 2, 3, 5]",6.852023727831436
"[0, 0, 0, 2, 4, 0]",0.9379310293303446
"[0, 0, 0, 2, 4, 1]",0.9752606452730608
"[0, 0, 0, 2, 4, 2]",3.614957164907372
"[0, 0, 0, 2, 4, 3]",7.752503623365385
"[0, 0, 0, 2, 5, 0]",4.100613591719628
"[0, 0, 0, 2, 5, 1]",7.698582745031057
"[0, 0, 0, 3, 0, 0]",0.2880795764788602
"[0, 0, 0, 3, 0, 1]",0.1394446891843445
"[0, 0, 0, 3, 0, 2]",0.04209346164409385
"[0, 0, 0, 3, 0, 3]",0.07118130044667087
"[0, 0, 0, 3, 0, 4]",0.07943260518514975
"[0, 0, 0, 3, 0, 5]",0.5574613336618263
"[0, 0, 0, 3, 0, 7]",0.5983194383324031
"[0, 0, 0, 3, 0, 8]",1.6653354631610584
"[0, 0, 0, 3, 0, 9]",4.32185884549382
"[0, 0, 0, 3, 0, 10]",17.26847678151829
"[0, 0, 0, 3, 1, 0]",0.022703226303677465
"[0, 0, 0, 3, 1, 1]",0.020171843440897987
"[0, 0, 0, 3, 1, 2]",0.055387233155434666
"[0, 0, 0, 3, 1, 3]",0.050097654113601967
"[0, 0, 0, 3, 1, 4]",0.7074660562093333
"[0, 0, 0, 3, 1, 5]",1.6030258532828434
"[0, 0, 0, 3, 1, 6]",3.021542347493988
"[0, 0, 0, 3, 1, 7]",2.6725076559386602
"[0, 0, 0, 3, 2, 0]",0.052941751029315136
"[0, 0, 0, 3, 2, 1]",0.03780255249345456
"[0, 0, 0, 3, 2, 2]",0.41420134615804344
"[0, 0, 0, 3, 2, 3]",0.5891006277818134
"[0, 0, 0, 3, 2, 4]",2.036567031566992
"[0, 0, 0, 3, 2, 5]",2.9263445265208476
"[0, 0, 0, 3, 2, 6]",5.478180620085001
"[0, 0, 0, 3, 3, 0]",0.40238505104882727
"[0, 0, 0, 3, 3, 1]",0.633693724483021
"[0, 0, 0, 3, 3, 3]",3.156645282331281
"[0, 0, 0, 3, 3, 4]",13.72141367148088
"[0, 0, 0, 3, 4, 0]",1.785454543488487
"[0, 0, 0, 3, 4, 1]",3.587967427353672
"[0, 0, 0, 3, 4, 2]",8.717483006585029
"[0, 0, 0, 3, 5, 0]",7.459857667586295
"[0, 0, 0, 4, 0, 0]",0.19241997169718217
"[0, 0, 0, 4, 0, 1]",0.10335797464054652
"[0, 0, 0, 4, 0, 2]",0.03407057999863362
"[0, 0, 0, 4, 0, 3]",0.10098523499804478
"[0, 0, 0, 4, 0, 4]",0.3147779038119129
"[0, 0, 0, 4, 0, 5]",0.8905596947503064
"[0, 0, 0, 4, 0, 6]",0.7062863198857805
"[0, 0, 0, 4, 0, 7]",1.4804386777534704
"[0, 0, 0, 4, 0, 8]",1.9843408967209486
"[0, 0, 0, 4, 0, 9]",5.104456789719507
"[0, 0, 0, 4, 1, 0]",0.019471378167553195
"[0, 0, 0, 4, 1, 1]",0.04653798404787227
"[0, 0, 0, 4, 1, 2]",0.29529424768073476
"[0, 0, 0, 4, 1, 3]",0.5183171988376216
"[0, 0, 0, 4, 1, 4]",1.0520269083548557
"[0, 0, 0, 4, 1, 5]",1.020132349769027
"[0, 0, 0, 4, 1, 6]",4.234578337111998
"[0, 0, 0, 4, 1, 7]",4.81775242819068
"[0, 0, 0, 4, 2, 0]",0.16840237394575794
"[0, 0, 0, 4, 2, 1]",0.48461728979282037
"[0, 0, 0, 4, 2, 2]",0.9049770361619791
"[0, 0, 0, 4, 2, 4]",2.396325644337471
"[0, 0, 0, 4, 3, 0]",0.6228626919769523
"[0, 0, 0, 4, 3, 1]",1.1618194055829127
"[0, 0, 0, 4, 3, 2]",4.328351445804919
"[0, 0, 0, 4, 4, 0]",4.122125586454713
"[0, 0, 0, 4, 4, 1]",4.732590530016011
"[0, 0, 0, 5, 0, 0]",0.12604356232315395
"[0, 0, 0, 5, 0, 1]",0.08707880265674126
"[0, 0, 0, 5, 0, 2]",0.061474768831403355
"[0, 0, 0, 5, 0, 3]",0.1457396953945553
"[0, 0, 0, 5, 0, 4]",1.2794350032726995
"[0, 0, 0, 5, 0, 5]",3.6011693829694615
"[0, 0, 0, 5, 0, 6]",2.5102179474824773
"[0, 0, 0, 5, 0, 7]",3.7712933399913355
"[0, 0, 0, 5, 1, 0]",0.025070322596742464
"[0, 0, 0, 5, 1, 1]",0.1550113029207426
"[0, 0, 0, 5, 1, 2]",0.6991175296509949
"[0, 0, 0, 5, 1, 3]",0.8864515407232583
"[0, 0, 0, 5, 1, 4]",4.09840796646325
"[0, 0, 0, 5, 1, 5]",2.0500957402676896
"[0, 0, 0, 5, 1, 6]",27.198377366986318
"[0, 0, 0, 5, 2, 0]",0.48559348908642885
"[0, 0, 0, 5, 2, 1]",0.7698455353285798
"[0, 0, 0, 5, 2, 3]",2.355294600506844
"[0, 0, 0, 5, 3, 0]",2.8433835284050253
"[0, 0, 0, 5, 3, 1]",2.4817694341138536
"[0, 0, 0, 5, 3, 2]",5.511995678276525
"[0, 0, 0, 5, 4, 0]",4.645884751331851
"[0, 0, 0, 6, 0, 0]",0.1002856703870444
"[0, 0, 0, 6, 0, 1]",0.10510516435307757
"[0, 0, 0, 6, 0, 2]",0.1947871189008379
"[0, 0, 0, 6, 0, 3]",0.9362632934988656
"[0, 0, 0, 6, 0, 4]",1.6226040610258397
"[0, 0, 0, 6, 0, 5]",1.8473085073710283
"[0, 0, 0, 6, 0, 6]",1.9853545533818224
"[0, 0, 0, 6, 1, 0]",0.21001297630688623
"[0, 0, 0, 6, 1, 1]",0.7147801655859964
"[0, 0, 0, 6, 1, 2]",1.2654500905792365
"[0, 0, 0, 6, 1, 3]",2.237188457661347
"[0, 0, 0, 6, 1, 4]",2.6288268114004882
"[0, 0, 0, 6, 1, 5]",4.347507399696613
"[0, 0, 0, 6, 2, 0]",1.850402235203578
"[0, 0, 0, 6, 2, 1]",1.0013404018498353
"[0, 0, 0, 6, 2, 2]",2.657278657370908
"[0, 0, 0, 6, 2, 3]",4.206293558627388
"[0, 0, 0, 6, 3, 0]",2.4224373350923933
"[0, 0, 0, 6, 3, 1]",4.331715067334518
"[0, 0, 0, 6, 3, 2]",80.84711193462167
"[0, 0, 0, 7, 0, 0]",0.1136217711130242
"[0, 0, 0, 7, 0, 1]",0.40312843431444495
"[0, 0, 0, 7, 0, 2]",3.0285123799456137
"[0, 0, 0, 7, 0, 3]",1.2464234377949048
"[0, 0, 0, 7, 0, 4]",1.6734563767618662
