"['v1', 'v2', 'v3', 'v4', 'v5', 'v6']",lifetime_i
"[0, 0, 0, 0, 0, 0]",inf
"[0, 0, 0, 0, 0, 1]",0.037436577611164853
"[0, 0, 0, 0, 0, 2]",0.020674571764743563
"[0, 0, 0, 0, 0, 3]",0.09199782819888229
"[0, 0, 0, 0, 0, 4]",0.30913549427305764
"[0, 0, 0, 0, 0, 5]",2.1014385577901047
"[0, 0, 0, 0, 0, 6]",65.70748716344768
"[0, 0, 0, 0, 0, 7]",0.4704193112514722
"[0, 0, 0, 0, 0, 8]",0.5508206919212116
"[0, 0, 0, 0, 1, 0]",0.014194337479761857
"[0, 0, 0, 0, 1, 1]",0.012837560255873334
"[0, 0, 0, 0, 1, 2]",0.07749763181226392
"[0, 0, 0, 0, 1, 3]",0.7931964368454049
"[0, 0, 0, 0, 1, 4]",0.4541201552828906
"[0, 0, 0, 0, 1, 5]",1.1164859395930258
"[0, 0, 0, 0, 1, 6]",1.9092631087971461
"[0, 0, 0, 0, 2, 0]",0.6925076110124521
"[0, 0, 0, 0, 2, 1]",0.7633306466679618
"[0, 0, 0, 0, 2, 2]",0.6665147314994081
"[0, 0, 0, 0, 2, 3]",0.8350470759187456
"[0, 0, 0, 0, 3, 0]",0.8218255480526628
"[0, 0, 0, 1, 0, 0]",0.2438463502432799
"[0, 0, 0, 1, 0, 1]",0.03332607753700261
"[0, 0, 0, 1, 0, 2]",0.01985965211774588
"[0, 0, 0, 1, 0, 3]",0.0803577053447849
"[0, 0, 0, 1, 0, 4]",0.12922565023500412
"[0, 0, 0, 1, 0, 5]",0.9970087389939456
"[0, 0, 0, 1, 0, 6]",14.995257081949033
"[0, 0, 0, 1, 0, 7]",0.5995515187835535
"[0, 0, 0, 1, 0, 8]",1.1924860931983385
"[0, 0, 0, 1, 0, 9]",0.13958999805519964
"[0, 0, 0, 1, 0, 10]",0.37135415103300234
"[0, 0, 0, 1, 0, 11]",3.169518780293165
"[0, 0, 0, 1, 0, 12]",5.0923490750628115
"[0, 0, 0, 1, 0, 13]",0.6630799835959519
"[0, 0, 0, 1, 0, 14]",0.5973456699590707
"[0, 0, 0, 1, 1, 0]",0.011370333193579798
"[0, 0, 0, 1, 1, 1]",0.011765060649126477
"[0, 0, 0, 1, 1, 2]",0.09124334743132813
"[0, 0, 0, 1, 1, 3]",1.358156174075156
"[0, 0, 0, 1, 1, 4]",4.753383461098467
"[0, 0, 0, 1, 1, 5]",1.5684144264640731
"[0, 0, 0, 1, 1, 6]",3.2210759767248067
"[0, 0, 0, 1, 1, 7]",0.015794525683577244
"[0, 0, 0, 1, 1, 8]",0.1349938214370193
"[0, 0, 0, 1, 1, 9]",0.2887992800506835
"[0, 0, 0, 1, 1, 10]",0.8908907625588093
"[0, 0, 0, 1, 1, 11]",0.5626385025112938
"[0, 0, 0, 1, 2, 0]",0.8022519013344264
"[0, 0, 0, 1, 2, 1]",17.284080023048833
"[0, 0, 0, 1, 2, 2]",0.3876672238321499
"[0, 0, 0, 1, 2, 3]",60.353038266661876
"[0, 0, 0, 1, 2, 6]",3.037648816346297
"[0, 0, 0, 1, 2, 7]",0.5294700988676224
"[0, 0, 0, 1, 2, 8]",0.5516090457663468
"[0, 0, 0, 1, 2, 9]",2.2401879343781146
"[0, 0, 0, 1, 3, 0]",0.9603011559901654
"[0, 0, 0, 1, 3, 6]",1.3103717806893065
"[0, 0, 0, 2, 0, 0]",0.10116961049770978
"[0, 0, 0, 2, 0, 1]",0.027732604218394075
"[0, 0, 0, 2, 0, 2]",0.0355111592523304
"[0, 0, 0, 2, 0, 3]",0.3454130889090325
"[0, 0, 0, 2, 0, 4]",0.3954635936147773
"[0, 0, 0, 2, 0, 5]",1.4224670070420415
"[0, 0, 0, 2, 0, 6]",2.421038890255945
"[0, 0, 0, 2, 0, 7]",2.2224648266387064
"[0, 0, 0, 2, 0, 8]",7.224273026618453
"[0, 0, 0, 2, 1, 0]",0.013482167395795303
"[0, 0, 0, 2, 1, 1]",0.016452886370390902
"[0, 0, 0, 2, 1, 2]",0.21733932465117817
"[0, 0, 0, 2, 1, 3]",0.3027848453024962
"[0, 0, 0, 2, 1, 4]",0.6132809127489197
"[0, 0, 0, 2, 1, 5]",0.9372428654836645
